,맥주,Aroma,Appearance,Flavor,Mouthfeel,Overall
0,Egger Märzenbier,4.841530054644808,2.8360655737704916,5.032786885245901,2.622950819672131,9.666666666666666
0,Holsten Premium Bier,4.470997679814385,2.6751740139211138,4.758700696055684,2.519721577726218,9.334106728538282
2,Franziskaner Hefe-Weissbier / Weissbier Naturtrub,6.954520089285714,3.8521205357142856,7.133370535714286,3.595703125,14.648716517857142
0,Egger Grapefruit Radler,4.531914893617022,2.6595744680851063,4.723404255319149,2.4680851063829787,8.914893617021276
1,Bavaria Pilsener / Premium Beer,4.013916500994036,2.6640159045725644,4.353876739562624,2.418489065606362,8.55666003976143
0,Bavaria 8.6 (Original),4.117816091954023,2.7241379310344827,4.281609195402299,2.413793103448276,8.333333333333334
1,Lapin Kulta IV A,4.163487738419619,2.6920980926430516,4.397820163487738,2.4359673024523163,8.482288828337875
0,Grolsch Premium Lager,4.599107142857143,3.005357142857143,5.08125,2.757589285714286,10.284375
0,Gambrinus Originál 10° (Desítka),4.755980861244019,3.0526315789473686,4.954545454545454,2.715311004784689,9.789473684210526
0,Castlemaine XXXX Gold Lager,3.442786069651741,2.6069651741293534,3.810945273631841,2.1691542288557213,7.383084577114428
0,Leffe Brune / Bruin / Brown,6.621431526685974,3.7927182457592057,6.866363260239967,3.489863467107985,14.066611501861813
0,Löwenbräu Original (4.2%),3.6153846153846154,2.076923076923077,3.8076923076923075,2.0384615384615383,7.576923076923077
0,Asahi Super Dry Black,4.863247863247863,3.3076923076923075,5.145299145299146,2.700854700854701,10.538461538461538
0,Harbin Beer,3.70392749244713,2.4290030211480365,3.915407854984894,2.2779456193353473,7.697885196374623
0,Beck's,4.270348837209302,2.715531561461794,4.709717607973422,2.552325581395349,9.325996677740864
0,Hoegaarden Rosée,5.162911611785096,2.967071057192374,4.804159445407279,2.58578856152513,9.573656845753899
0,Platinum White Ale,7.0,4.0,9.0,5.0,16.0
0,Platinum Pale Ale,5.666666666666667,3.0,5.777777777777778,3.0,11.88888888888889
0,Mallaskosken Kuohu Amber Lager Special Edition,6.333333333333333,3.3333333333333335,6.333333333333333,3.0,12.333333333333334
0,Schöfferhofer Grapefruit,5.800925925925926,3.0848765432098766,5.677469135802469,2.91820987654321,11.165123456790123
0,Volfas Engelman Grünberger Hefeweizen,6.545454545454546,3.1818181818181817,6.363636363636363,3.090909090909091,12.272727272727273
0,Berliner Kindl Jubiläums Pilsener Premium,4.918149466192171,2.97864768683274,5.170818505338079,2.800711743772242,10.256227758007118
0,Burge Meester Shandy Lemon,4.5,3.0,5.0,2.0,8.5
0,Red Rock,3.2,2.8666666666666667,3.6666666666666665,2.2666666666666666,6.4
0,Erdinger Weissbier Dunkel,6.013615733736763,3.7085224407463437,6.295007564296521,3.2455874936964197,12.976802824004034
0,Warsteiner Premium Verum,5.010283833813245,3.006581653640477,5.401480872069107,2.8959276018099547,10.882764294529
0,Queen's Ale Blonde Type,6.375,3.375,5.875,3.25,11.5
0,"5,0 Original Pils",4.369942196531792,2.791907514450867,4.485549132947977,2.5260115606936417,8.54913294797688
0,Gaffel Kölsch,5.472321428571429,3.2142857142857144,5.835714285714285,3.1044642857142857,11.861607142857142
1,DAB Original,4.870175438596491,2.9485380116959066,5.2596491228070175,2.8210526315789473,10.605847953216374
0,Diebels Alt,5.753954305799649,3.4411247803163443,6.0,3.13884007029877,12.186291739894552
0,Leikeim Original Steinbier,6.039840637450199,3.4342629482071714,6.223107569721115,3.1752988047808763,12.701195219123505
0,Löwenbräu München Original,4.765861027190332,2.903323262839879,5.197885196374623,2.7922960725075527,10.503021148036254
0,Licher Weizen Hefe Hell,6.254180602006689,3.4849498327759196,6.274247491638796,3.280936454849498,12.882943143812708
0,Maisels Weisse Original,6.942932396839333,3.7796312554872697,7.064091308165057,3.5320456540825287,14.333625987708515
0,Berliner Kindl Weisse,5.489384288747346,3.0265392781316347,5.746284501061571,2.9670912951167727,11.602972399150744
0,Bear Beer Frunze (Фрунзенское),3.0,2.0,3.0,2.0,7.0
0,Bitburger Premium Pils,5.281553398058253,3.0767452612112804,5.693018955154877,3.013869625520111,11.528432732316228
1,Schneider Weisse Aventinus,7.747222222222222,4.031060606060606,7.949242424242424,3.995959595959596,16.25631313131313
0,Schmucker Rosé Bock,5.917721518987341,3.4050632911392404,5.917721518987341,3.107594936708861,11.89240506329114
0,Spaten Optimator,6.89832134292566,3.852757793764988,7.232613908872902,3.6661870503597123,14.926139088729016
0,Arcobräu Weissbier Hell,6.248648648648649,3.4108108108108106,6.145945945945946,3.075675675675676,12.27027027027027
2,Augustiner Heller Bock,6.201834862385321,3.2477064220183487,6.4036697247706424,3.1926605504587156,12.917431192660551
0,Einbecker Mai-Ur-Bock,6.062849162011173,3.420391061452514,6.310055865921788,3.2891061452513966,12.89245810055866
0,Hop Alley Andechs Weizen,7.0,3.0,8.0,3.0,14.0
1,Jever Pilsener,5.728355837966641,3.26131850675139,6.178713264495632,3.204130262112788,12.413026211278792
1,Zähringer German Beer Premium,3.753623188405797,2.63768115942029,3.9855072463768115,2.1739130434782608,7.6231884057971016
0,The Cannabis Club Sud,4.402597402597403,2.688311688311688,4.311688311688312,2.4025974025974026,8.532467532467532
0,Kapuziner Weissbier,6.50967007963595,3.63481228668942,6.583617747440273,3.3333333333333335,13.463026166097839
2,Köstritzer Schwarzbier,6.224407688869021,3.803308001788109,6.545820295037998,3.2914617791685292,13.464014304872597
0,König Pilsener,5.367974549310711,3.1569459172852596,5.69034994697773,3.00424178154825,11.43796394485684
0,Krombacher Pils,5.187096774193549,3.207373271889401,5.458986175115207,2.936405529953917,11.002764976958526
0,Neuzeller Schwarzer Abt (Black Abbot),5.317808219178082,3.452054794520548,4.652054794520548,2.5561643835616437,9.402739726027397
0,Neuzeller Pilsner,5.085106382978723,3.0531914893617023,5.26595744680851,2.734042553191489,10.106382978723405
0,Neuzeller Bock,5.202020202020202,3.080808080808081,5.313131313131313,2.909090909090909,10.484848484848484
1,Tucher Helles Hefe Weizen,6.2342541436464085,3.594475138121547,6.3723756906077345,3.318232044198895,13.045303867403314
0,Paderborner Pilsener,4.482758620689655,2.888888888888889,4.712643678160919,2.5440613026819925,9.218390804597702
0,Feldschlösschen Original,4.457364341085271,2.8255813953488373,4.60077519379845,2.554263565891473,9.30232558139535
0,Potsdamer Rex Pils,4.920454545454546,2.909090909090909,5.079545454545454,2.772727272727273,10.170454545454545
0,Pfungstädter Edel-Pils,5.382113821138211,2.983739837398374,5.7073170731707314,2.934959349593496,11.260162601626016
0,Fürstenberg Premium Pilsener,5.204081632653061,2.993197278911565,5.469387755102041,2.8197278911564627,10.833333333333334
0,Früh Kölsch,5.54672395273899,3.180451127819549,5.9140708915145,3.1074113856068744,11.904403866809881
0,Hofbräu München Oktoberfestbier,5.55984555984556,3.176061776061776,5.955212355212355,3.108108108108108,11.974517374517374
1,Budweiser Budvar / Czechvar,5.839952343129468,3.330420969023034,6.310166799046862,3.283558379666402,12.821683876092136
1,Staropramen Ležák / Premium / 12°,5.193329215565163,3.1661519456454603,5.5880172946263125,2.975293390982088,11.313773934527486
0,Gambrinus,4.0,3.3333333333333335,3.3333333333333335,1.6666666666666667,8.333333333333334
0,Krušovice Černé,5.640038498556304,3.525505293551492,5.751684311838306,2.9663137632338787,11.800769971126083
0,Primátor 24 Double,6.192857142857143,3.4857142857142858,5.851785714285715,3.1214285714285714,12.153571428571428
0,Vratislav Premium / Supermarket Czech Lager,4.575,2.8875,4.825,2.5375,9.775
0,Celia Saison,5.814432989690721,3.2061855670103094,5.443298969072165,2.9072164948453607,11.144329896907216
0,Staropilsen Hopfen Brau,3.9,2.45,3.8,1.8,7.4
0,Żubr,4.241852487135506,2.792452830188679,4.506003430531733,2.4939965694682678,8.972555746140651
0,Litovel Premium 12°,5.233463035019455,3.1167315175097277,5.560311284046692,2.937743190661479,11.190661478599221
0,Radegast Premium,5.334883720930232,3.1627906976744184,5.613953488372093,2.9488372093023254,11.334883720930232
0,Lefebvre Blanche de Bruxelles,6.135695764909248,3.358686257562662,6.224719101123595,3.1175453759723424,12.680207433016422
0,Mongozo Banana,4.3441558441558445,2.5032467532467533,3.727272727272727,2.2759740259740258,7.412337662337662
0,Willianbräu Weizen,5.087719298245614,2.9649122807017543,4.982456140350878,2.543859649122807,9.736842105263158
0,Eupener Bier,7.0,4.0,7.0,4.0,12.0
0,Uiltje Simcoe The Saint Bernard,6.894736842105263,3.3684210526315788,7.2105263157894735,3.3157894736842106,15.0
0,Abbaye des Rocs Brune,7.906491959499702,3.9130434782608696,8.017867778439548,4.018463371054199,16.391899940440737
0,Cantillon Gueuze (Classic/Organic/Bio),7.557471264367816,3.7365900383141764,7.711206896551724,3.8615900383141764,15.787835249042146
0,The Kingdom of Belgium Export,6.0,3.0,5.0,3.0,11.0
0,Berthold Keller Premium Lager,4.191304347826087,2.8260869565217392,3.991304347826087,2.2695652173913046,8.043478260869565
0,Freedom Pils,4.1,2.533333333333333,4.316666666666666,2.3,8.216666666666667
0,Double Dutch,4.0,3.0,3.0,2.0,7.0
0,Lander Bräu,4.174418604651163,2.813953488372093,4.453488372093023,2.4069767441860463,8.44186046511628
0,Red Mex,4.55,2.55,4.6,2.3,7.85
0,Royal Dutch Post Horn,3.6715328467153285,2.5182481751824817,3.802919708029197,2.1824817518248176,7.291970802919708
0,Breda Royal Beer / Lager,4.09375,2.65625,4.3359375,2.3515625,8.203125
0,Amsterdam Boneshaker IPA,7.021505376344086,3.6344086021505375,7.078853046594982,3.4946236559139785,14.455197132616487
0,Oranjeboom Premium Lager,3.9937791601866253,2.6423017107309485,4.2457231726283045,2.402799377916019,8.208398133748055
1,Trio Brouwerij Extra Stout,5.766871165644171,3.3374233128834354,5.871165644171779,2.950920245398773,11.760736196319018
0,Gouden Haven,4.558139534883721,2.6511627906976742,4.837209302325581,2.6511627906976742,9.465116279069768
0,Germanicus 12%,3.0,2.3333333333333335,3.5555555555555554,2.2222222222222223,4.444444444444445
0,Holland Import Pilsener Bier,4.104166666666667,2.7291666666666665,4.479166666666667,2.4166666666666665,8.4375
0,Hollandia,4.01010101010101,2.6202020202020204,4.290909090909091,2.397979797979798,8.27878787878788
0,Holbrand,3.5384615384615383,2.230769230769231,3.6923076923076925,1.6923076923076923,7.0
0,Harp Lager,4.994101876675603,3.054691689008043,5.551742627345845,2.9447721179624664,11.351742627345844
0,Guinness Blonde American Lager,5.128865979381444,3.170103092783505,5.309278350515464,2.948453608247423,10.628865979381443
0,Hop House 13 Lager,5.5292792792792795,3.2815315315315314,5.763513513513513,2.9662162162162162,11.441441441441441
0,Murphy's Irish Stout,6.081355932203389,4.094915254237288,6.349152542372881,3.33317191283293,13.200968523002421
1,Smithwick's Ale / Draught,5.560880195599022,3.5603911980440097,6.033740831295844,3.1315403422982886,12.442053789731052
1,O'Hara's Irish Stout,6.472727272727273,3.842909090909091,6.576,3.344,13.440727272727273
2,Beamish Irish Stout,6.140625,4.167279411764706,6.5625,3.396139705882353,13.644301470588236
0,Eight Degrees Howling Gale Ale,6.531914893617022,3.3333333333333335,6.631205673758865,3.234042553191489,13.446808510638299
0,White Hag Little Fawn,6.826086956521739,3.3405797101449277,6.630434782608695,3.239130434782609,13.514492753623188
0,Wicklow Wolf Black Perle Porter,6.264705882352941,3.5294117647058822,6.617647058823529,3.3823529411764706,13.441176470588236
0,McGargles Jim's Stout,6.429577464788732,3.535211267605634,6.419014084507042,3.176056338028169,12.859154929577464
0,Solas Irish Stout,5.444444444444445,2.888888888888889,5.333333333333333,2.888888888888889,9.555555555555555
0,Grafters IPA,6.592592592592593,3.2222222222222223,6.925925925925926,3.3703703703703702,13.62962962962963
0,Newcastle Brown Ale (Non-US Version),5.415161536504706,3.4116001017552784,5.925464258458407,3.018570338336301,12.107097430679216
0,Fuller's London Pride (Filtered),6.413147410358566,3.5266932270916334,6.757370517928287,3.415537848605578,13.851394422310756
1,Tennents Super,3.4436860068259385,2.5597269624573378,3.535836177474403,2.150170648464164,6.962457337883959
0,County Line Brew Dog Black IPA,7.0,3.75,7.75,3.75,15.5
0,Young's Double Chocolate Stout,7.210992907801418,4.108662613981763,7.360435663627153,3.6894630192502533,15.126393110435664
1,Morland Old Speckled Hen (Filtered),5.744351961950059,3.442330558858502,5.998810939357908,3.131985731272295,12.143876337693222
1,Wychwood Hobgoblin (Bottle),6.021721641190668,3.5494770716009656,6.3161705551086085,3.2003218020917137,12.97184231697506
0,Bass Pale Ale (USA and export),5.699278629395852,3.487376014427412,6.162308385933273,3.151487826871055,12.74706943192065
0,Wadworth Corvus Stout,6.2105263157894735,3.789473684210526,6.552631578947368,3.210526315789474,13.157894736842104
0,Meantime London IPA,6.705140640155189,3.595538312318138,6.923375363724539,3.449078564500485,14.164888457807953
0,Cobra,3.834851936218679,2.561503416856492,4.182232346241458,2.3621867881548977,8.19248291571754
0,Boddingtons Pub Ale (Can),4.920569329660239,3.647842056932966,5.350321395775941,3.024793388429752,11.246556473829202
2,Belhaven Wee Heavy / 90 Shilling (Bottle),6.746766507828455,3.747447243022464,7.075561606535058,3.5575221238938055,14.454731109598367
0,Kestrel Super Premium Lager,3.5625,2.625,3.625,2.2125,7.0875
0,Faxe Premium,4.0752,2.6992,4.3632,2.4528,8.4912
0,Fuglsang Black Bird,4.5027932960893855,2.9553072625698324,4.670391061452514,2.6033519553072626,9.240223463687151
0,Mikkeller Beer Geek Breakfast,7.94281357224552,4.326725123903927,8.002668699961875,4.072054898970644,16.451391536408693
0,Tuborg Grøn (Green),3.888544891640867,2.590299277605779,4.13312693498452,2.3302373581011353,8.087719298245615
0,Royal Stout,6.027777777777778,3.490740740740741,6.37037037037037,3.20679012345679,13.003086419753087
0,Harboe Bjørne Bryg (Extra Stark),4.004504504504505,2.6576576576576576,4.121621621621622,2.4414414414414414,7.86936936936937
0,Krenkerup Rauch Bier,6.2105263157894735,3.254385964912281,6.035087719298246,3.0526315789473686,12.157894736842104
0,Albani Giraf Beer,4.226666666666667,2.7933333333333334,4.293333333333333,2.513333333333333,8.52
0,Karlens Pilsner,3.5,2.6774193548387095,3.4193548387096775,2.2903225806451615,6.854838709677419
0,Zagorka Spetsialno (Special),4.100558659217877,2.82122905027933,4.173184357541899,2.46927374301676,8.379888268156424
0,Kamenitza 1881,4.021671826625387,2.5913312693498454,3.9876160990712073,2.331269349845201,7.969040247678018
0,Pirinsko Svetlo Pivo,4.35632183908046,2.689655172413793,4.425287356321839,2.4827586206896552,8.35632183908046
0,Shumensko,4.246376811594203,2.8115942028985508,4.391304347826087,2.579710144927536,8.507246376811594
0,Astika Fine Quality Lager,4.126436781609195,2.7586206896551726,3.9310344827586206,2.3448275862068964,7.942528735632184
0,Boliarka Svetlo,4.0638297872340425,2.4680851063829787,4.1063829787234045,2.3617021276595747,8.23404255319149
0,Burgasko Svetlo,3.8947368421052633,2.5789473684210527,3.9078947368421053,2.3157894736842106,7.618421052631579
0,Almus T'mno (Dark),5.85,3.5,6.1,3.3,12.3
0,Ledenika Special,3.738095238095238,2.7142857142857144,3.880952380952381,2.3333333333333335,7.904761904761905
1,Slavena Svetlo,3.3,2.6,3.6,2.25,7.05
0,Ariana,3.898989898989899,2.6161616161616164,3.6565656565656566,2.202020202020202,7.191919191919192
0,Tsarsko Lager,4.0,2.0,4.0,3.0,6.0
0,Ailyak Cryo Mosaic IPA,6.903225806451613,3.5806451612903225,7.161290322580645,3.6129032258064515,14.709677419354838
0,Balkansko Svetlo,4.5,2.9166666666666665,4.75,2.6666666666666665,8.833333333333334
0,Glarus Premium Pale Ale,4.705882352941177,3.088235294117647,5.147058823529412,2.764705882352941,10.088235294117647
0,Diana Lager,3.466666666666667,2.6666666666666665,3.3333333333333335,2.2666666666666666,6.0
0,Varna Svetlo,3.8181818181818183,2.3636363636363638,3.6363636363636362,2.090909090909091,6.2727272727272725
0,Lomsko Lux,4.714285714285714,2.857142857142857,4.857142857142857,2.7142857142857144,9.571428571428571
0,Britos,4.0,2.7083333333333335,3.8333333333333335,2.2083333333333335,6.916666666666667
0,Miziya Svetlo,2.0,3.0,2.0,2.0,4.0
0,Divo Pivo,5.730769230769231,3.269230769230769,5.846153846153846,3.0,11.576923076923077
0,Nazdrave Svetlo,5.333333333333333,3.6666666666666665,5.333333333333333,3.0,9.666666666666666
0,Stolichno Bock,5.99,3.45,6.19,3.28,12.61
0,Baltika 6 Porter,6.575988896599584,3.7869535045107563,6.780013879250521,3.4080499653018737,13.956974323386538
0,Nevskoe Klassicheskoe,3.925233644859813,2.560747663551402,4.186915887850467,2.289719626168224,8.074766355140186
0,Okhota (Oxota) Krepkoe,4.0,2.447058823529412,4.1647058823529415,2.3176470588235296,8.294117647058824
1,Khamovniki Venskoe,4.7913669064748206,2.9784172661870505,4.920863309352518,2.7050359712230216,9.453237410071942
0,Bochkarev Svetloe,3.689655172413793,2.413793103448276,3.7701149425287355,2.1724137931034484,7.482758620689655
0,Bochkari Andreich Svetloe,1.0,2.0,2.0,2.0,2.0
0,Ostmark,3.8,2.4,3.8,2.4,7.4
0,Yarpivo Yantarnoe (Amber),4.168674698795181,2.4939759036144578,4.204819277108434,2.3373493975903616,8.265060240963855
0,Shikhan Svetloe,4.833333333333333,3.1666666666666665,4.833333333333333,2.8333333333333335,10.833333333333334
0,Tinkoff Zolotoe (Tinkov Lager),4.793478260869565,2.641304347826087,4.891304347826087,2.6630434782608696,9.565217391304348
0,Amadeus Biere Blanche,5.856540084388186,3.1434599156118144,5.641350210970464,2.8607594936708862,11.468354430379748
0,Okskoe Bochkovoe,4.333333333333333,3.0,4.833333333333333,2.3333333333333335,8.833333333333334
0,Vyatich Trifon IPA,5.857142857142857,3.2857142857142856,5.642857142857143,2.857142857142857,11.142857142857142
0,Klinskoe Svetloe,3.5942028985507246,2.3768115942028984,3.608695652173913,2.0434782608695654,7.2898550724637685
1,Zhiguli Barnoe (Zhiguly Restaurant),4.413669064748201,2.8129496402877696,4.629496402877698,2.5755395683453237,8.946043165467627
0,Aldaris Porteris,6.444444444444445,3.7214397496087637,6.758998435054773,3.485133020344288,13.84037558685446
0,Līvu Pilzenes,3.5535714285714284,2.375,3.982142857142857,2.017857142857143,7.392857142857143
0,Cēsu Premium Alus,4.0703125,2.6171875,4.1640625,2.40625,8.0703125
0,Tērvete Alus,5.112676056338028,3.0140845070422535,5.591549295774648,2.732394366197183,10.704225352112676
0,Zelta Light,3.3076923076923075,2.0,3.076923076923077,2.0,6.153846153846154
0,Mežpils Speciālais,5.0,3.0,5.0,2.6666666666666665,10.333333333333334
0,Utenos Porter,6.277673545966229,3.3639774859287055,6.3639774859287055,3.1463414634146343,12.851782363977486
0,Kalnapilis Original,4.389380530973451,2.7610619469026547,4.553097345132743,2.6106194690265485,8.712389380530974
0,Fortas Ekstra,4.419354838709677,2.6129032258064515,4.774193548387097,2.3870967741935485,9.741935483870968
0,Liechtensteiner Brauhaus Hell´s,5.114754098360656,2.942622950819672,5.327868852459017,2.860655737704918,10.368852459016393
0,Ursus Premium,4.172506738544475,2.6495956873315363,4.261455525606469,2.361185983827493,8.380053908355794
0,Silva Strong Dark Lager,6.147058823529412,3.3823529411764706,6.1,3.1588235294117646,12.264705882352942
0,Bucegi,3.3536585365853657,2.524390243902439,3.475609756097561,2.1097560975609757,6.7926829268292686
0,Ciuc Premium,4.258474576271187,2.652542372881356,4.483050847457627,2.4110169491525424,8.588983050847459
0,Noroc Blonda (Pils),3.025,2.375,3.025,2.0,5.95
0,Bergenbier,4.104938271604938,2.617283950617284,4.203703703703703,2.3518518518518516,8.25925925925926
0,Neumarkt Premium,4.149253731343284,2.656716417910448,4.253731343283582,2.417910447761194,8.238805970149254
0,Harghita,4.428571428571429,2.6785714285714284,4.714285714285714,2.4285714285714284,8.928571428571429
1,Zăganu Brună,5.9375,3.25,5.65625,2.8125,12.28125
0,Asbeer,3.4,2.4,2.9,1.7,6.0
0,Albrau Premium Pils,4.4,3.15,4.6,2.75,8.6
0,Zimbru,3.1,2.5,3.2,2.066666666666667,6.3
0,Servus,3.2,2.68,3.36,2.16,6.2
1,Suceava Clasic,4.7272727272727275,2.909090909090909,4.636363636363637,2.727272727272727,9.272727272727273
1,Cozia,3.3333333333333335,2.5,3.5,2.1666666666666665,6.333333333333333
0,Sikaru Stout / Neagră,6.625,3.725,6.65,3.3,13.175
0,Lav Pivo,4.088888888888889,2.7111111111111112,4.306666666666667,2.408888888888889,8.12
0,Jelen Pivo,4.344988344988345,2.8065268065268065,4.599067599067599,2.6270396270396272,9.093240093240093
0,BIP Svetlo Pivo,3.7058823529411766,2.5588235294117645,3.7058823529411766,2.3823529411764706,7.4411764705882355
0,Apatinsko Svetlo Pivo,4.0394736842105265,2.5,4.0131578947368425,2.1315789473684212,7.75
0,Jagodinsko Pivo,4.56,2.88,4.96,2.76,9.8
0,Merak Svetlo Pivo,3.609375,2.4375,3.59375,2.21875,6.921875
0,Kabinet SuperNova,7.044444444444444,3.5277777777777777,6.9944444444444445,3.438888888888889,14.205555555555556
0,Valjevsko Pivo,4.153846153846154,2.6923076923076925,4.384615384615385,2.4615384615384617,7.948717948717949
0,Blue Monkey BG Sips,6.270588235294118,3.2823529411764705,6.517647058823529,3.3294117647058825,13.141176470588235
0,Master Tmavý 18°,6.646103896103896,3.792207792207792,6.886363636363637,3.5194805194805197,13.779220779220779
0,Salto Pale Ale,7.333333333333333,3.41025641025641,7.282051282051282,3.4615384615384617,14.820512820512821
0,Carsko Svetlo Pivo,3.0,1.75,3.0,1.75,5.5
0,Eichhof Lager,4.7125,2.925,4.875,2.6375,9.95
0,Van Kok Jungfrau Pilsner,5.5,3.0,5.5,2.8333333333333335,11.666666666666666
0,Tell Lager,3.9,2.5142857142857142,3.7857142857142856,2.2,7.442857142857143
0,Calanda Lager,4.65,2.98,4.68,2.53,9.07
0,Calanda-Haldengut Skiff,4.857142857142857,3.0,5.142857142857143,2.4285714285714284,10.428571428571429
0,Haldenkrone,5.0,3.0555555555555554,5.222222222222222,2.6666666666666665,10.222222222222221
0,Ziegelhof Zwickel-Bier,5.153846153846154,2.8461538461538463,5.230769230769231,2.769230769230769,10.153846153846153
0,Warteck Lager,5.5,2.933333333333333,5.733333333333333,2.9,11.2
0,Ambar Especial,4.243636363636363,2.7563636363636363,4.421818181818182,2.5090909090909093,8.763636363636364
1,La Sagra Criolla,6.046296296296297,3.2777777777777777,6.2592592592592595,3.111111111111111,12.37962962962963
0,Alhambra Reserva 1925,4.970760233918129,3.1968810916179335,5.380116959064328,2.8947368421052633,10.670565302144249
